variable,feature,lag,cor_log_incidence,cor_cases,cor_outbreak,cor_large_outbreak,peak_lift,selection_score,selected
city_dengue_cases,city_dengue_cases_lag1,1,0.8024156805463157,0.7899118287371734,0.7169577548379944,0.509491175954291,1.665677609761324,0.7399209988714126,TRUE
city_dengue_cases,city_dengue_cases_lag2,2,0.7437266689494582,0.7200625758635845,0.6707956573198407,0.43333930265120046,1.4155031072168716,0.6774078870740884,TRUE
city_dengue_cases,city_dengue_cases_lag3,3,0.6884922644854223,0.6546752550385273,0.6218836969752551,0.3868186412640209,1.262461063896832,0.6214744903345228,TRUE
city_dengue_cases,city_dengue_cases_lag4,4,0.6345020898535142,0.5919648179330987,0.5844232777060966,0.3410260367701031,1.1120527011341574,0.5691866477324585,FALSE
city_dengue_cases,city_dengue_cases_lag5,5,0.5808416693852535,0.5307819393875717,0.5382681840345879,0.2908140180465965,0.9475012316786688,0.5150558919073319,FALSE
city_dengue_cases,city_dengue_cases_lag6,6,0.5236826043929507,0.46859183345647343,0.48681959267642444,0.2298038561002818,0.7480794974144935,0.4566787573433627,FALSE
city_dengue_cases,city_dengue_cases_lag7,7,0.4709035928749165,0.4119388227968672,0.43853072066068216,0.1804389727131519,0.5868757403978438,0.40392920808869665,FALSE
city_dengue_cases,city_dengue_cases_lag8,8,0.4220100531731766,0.3613243080747363,0.39418640205748356,0.12675608103791106,0.4119166640490291,0.35447897728247096,FALSE
city_dengue_cases,city_dengue_cases_lag9,9,0.37654281700920167,0.31449542535177777,0.35052924217543735,0.08581165644568922,0.2786191502312146,0.3094692801422639,FALSE
city_dengue_cases,city_dengue_cases_lag10,10,0.33291506578729013,0.2707993890750955,0.30387829877864675,0.05903074372448058,0.19149896186867904,0.2676304732407356,FALSE
city_dengue_cases,city_dengue_cases_lag11,11,0.293652548897113,0.2331177866212204,0.25828028225966343,0.04021797650294259,0.1303560660103227,0.23056418330275466,FALSE
city_dengue_cases,city_dengue_cases_lag12,12,0.25195655706765396,0.19171868913059062,0.21624890472179872,0.002082416799941741,0.006743741520577108,0.1892708200292196,FALSE
city_dengue_cases,city_dengue_cases_lag13,13,0.2117997611981529,0.15110774049459672,0.16927477141022834,0.025103141524603058,0.08122372909512915,0.15718123582049065,FALSE
city_dengue_cases,city_dengue_cases_lag14,14,0.170263859954455,0.11034018530817792,0.11733515262780372,0.045197156203115436,0.14611234682813484,0.12311635850285382,FALSE
city_dengue_cases,city_dengue_cases_lag15,15,0.1415795556008115,0.0813736064415207,0.08155251564185063,0.06851045961750396,0.22128552437767918,0.10081456755582208,FALSE
city_dengue_cases,city_dengue_cases_lag16,16,0.11115463946156393,0.05239793353529601,0.048134100517394356,0.08373374072294645,0.27021925606526154,0.07712735231566405,FALSE
